盗,ぬす、ぬすむ、ぬすみ、とう
晩,、ばん
借,か、かりる、しゃく
幼,おさない、よう
昔,むかし、せき、しゃく
齢,、れい
涙,なみだ、るい
紅,べに、くれない、こう、く
毒,、どく
祖,、そ
緑,みどり、りょく、ろく
乳,ちち、ち、にゅう
奏,かな、かなでる、そう
潮,しお、ちょう
仁,、じん、にん
宙,、ちゅう
埋,う、うめる、うまる、うもれる、まい
尊,たっとい、たっとぶ、とうとい、とうとぶ、たっと、とうと、そん
鏡,かがみ、きょう
猫,ねこ、びょう
刊,、かん
損,そこ、そこねる、そこなう、そん
哲,、てつ
誕,、たん
包,つつ、つつむ、つつみ、ほう
俳,、はい
緊,、きん
範,、はん
豆,まめ、とう、ず
刀,かたな、とう
疲,つか、つかれる、つかれ、ひ
律,、りつ、りち
翌,、よく
均,、きん
才,、さい
籍,、せき
販,、はん
牧,まき、ぼく
忠,、ちゅう
甘,あま、あまい、あまさ、あまえる、あまえ、あまやかす、かん
勉,、べん
腰,こし、よう
驚,おどろ、おどろく、おどろかす、きょう
肩,かた、けん
捜,さが、さがす、そう
往,、おう
咲,さ、さく、
沈,しず、しずむ、しずめる、ちん
句,、く
祝,いわ、いわう、いわい、しゅく、しゅう
捨,す、すてる、しゃ
騒,さわ、さわぐ、さわぎ、さわがす、さわがしい、そう
鼻,はな、び
漢,、かん
皮,かわ、ひ
伏,ふ、ふせる、ふす、ふく
浴,あ、あびる、あびせる、よく
誠,まこと、せい
盟,、めい
傾,かたむ、かし、かたむける、かたむく、かしげる、けい
勧,すす、すすめる、かん
看,、かん
曇,くも、くもる、くもり、どん
穴,あな、けつ
縮,ちぢ、ちぢむ、ちぢまる、ちぢめる、ちぢれる、ちぢらす、しゅく
欧,、おう
封,、ふう、ほう
邪,、じゃ
票,、ひょう
干,ほ、ひ、ほす、ほし、ひる、かん
辛,から、からい、からさ、しん
招,まね、まねく、まねき、しょう
卓,、たく
輸,、ゆ
踊,おど、おどる、おどり、よう
柔,やわ、やわらかい、やわな、じゅう、にゅう
珍,めずら、めずらしい、ちん
訓,、くん
沿,そ、そう、えん
億,、おく
乾,かわ、かわく、かわき、かわかす、かん
糸,いと、し
副,、ふく
狂,くる、くるう、くるおしい、くるわす、くるわせる、きょう
氷,こおり、ひ、ひょう
棒,、ぼう
双,ふた、そう
汚,けが、よご、きたな、けがす、けがれる、けがらわしい、よごす、よごれる、きたない、お
悩,なや、なやむ、なやみ、なやます、のう
旗,はた、き
賛,、さん
趣,おもむき、しゅ
湾,、わん
軒,のき、けん
努,つと、つとめる、つとめて、ど
孫,まご、そん
唱,とな、となえる、しょう
拝,おが、おがむ、はい
慣,なれる、ならす、な、かん
揮,、き
郵,、ゆう
暇,ひま、か
抑,おさえる、おさ、よく
貸,か、かす、かし、たい
募,つのる、ぼ
狭,せま、せまい、せば、せばめる、せばまる、きょう
墓,はか、ぼ
刷,す、する、さつ
貧,まず、まずしい、まずしさ、ひん、びん
漁,、ぎょ、りょう
較,、かく
悟,さと、さとる、さとり、ご
液,、えき
叫,さけ、さけぶ、きょう
幾,いく、いくつ、いくら、き
炭,すみ、たん
祈,いの、いのる、いのり、き
酸,す、すい、さん
縦,たて、じゅう
患,わずら、わずらう、かん
券,、けん
渉,、しょう
柱,はしら、ちゅう
帳,、ちょう
偶,、ぐう
恥,は、はじ、はじらう、はじらい、はじる、はずかしい、ち
泳,およ、およぐ、およぎ、えい
塗,ぬ、ぬる、ぬり、と
械,、かい
菓,、か
飼,か、かう、し
賢,かしこ、かしこい、けん
塔,、とう
序,、じょ
涼,すず、すずしい、すずむ、りょう
磨,みが、みがく、ま
臓,、ぞう
焦,こ、こげる、こがす、こがれる、あせ、あせる、あせり、しょう
掃,は、はく、そう
征,、せい
巣,す、そう
暑,あつ、あつい、あつさ、しょ
靴,くつ、か
掘,ほ、ほる、くつ
控,ひか、ひかえる、ひかえ、こう
粉,こ、こな、ふん
礎,いしずえ、そ
匹,ひき、ひつ
賃,、ちん
恩,、おん
麦,むぎ、ばく
駐,、ちゅう
喫,、きつ
堅,かた、かたい、かたさ、けん
偉,えら、えらい、い
姓,、せい、しょう
抵,、てい
朗,ほが、ほがらかな、ろう
寸,、すん
卵,たまご、らん
雇,やと、やとう、こ
帽,、ぼう
暖,あたた、あたたかい、あたたまる、あたためる、だん
垂,た、たれる、たらす、たれ、すい
蒸,む、むす、むれる、むらす、じょう
径,、けい
誇,ほこ、ほこる、ほこり、こ
熟,う、うれる、じゅく
銅,、どう
汗,あせ、かん
筒,つつ、とう
舟,ふね、ふな、しゅう
贈,おく、おくる、ぞう、そう
泥,どろ、でい
冒,おか、おかす、ぼう
預,あず、あずける、あずかる、よ
湿,しめ、しめる、しめす、しつ
灰,はい、かい
召,め、めす、しょう
冊,、さつ、さく
隅,すみ、ぐう
奮,ふる、ふるう、ふん
肌,はだ、
肥,こ、こえ、こえる、こやす、こやし、ひ
符,、ふ
舌,した、ぜつ
拾,ひろ、ひろう、しゅう、じゅう
脈,、みゃく
貯,、ちょ
貝,かい、
忙,いそが、いそがしい、ぼう
弓,ゆみ、きゅう
乏,とぼ、とぼしい、とぼしさ、ぼう
硬,かた、かたい、こう
鋭,するど、するどい、えい
憎,にく、にくむ、にくい、にくらしい、にくしみ、ぞう
豚,ぶた、とん
汽,、き
畳,たた、たたむ、たたみ、じょう
糖,、とう
凍,こ、こおる、こご、こごえる、とう
尺,、しゃく
溶,と、とける、とかす、とく、よう
笛,ふえ、てき
畜,、ちく
飽,あ、あきる、あかす、ほう
耕,たがや、たがやす、こう
綿,わた、めん
粒,つぶ、りゅう
郊,、こう
芽,め、が
敢,、かん
偏,かたよ、かたよる、かたより、へん
兆,きざ、きざす、きざし、ちょう
羊,ひつじ、よう
鉱,、こう
脂,あぶら、し
瓶,、びん
皿,さら、
后,、こう
潔,いさぎよ、いさぎよい、けつ
枯,か、かれる、からす、こ
机,つくえ、き
奨,、しょう
胃,、い
挟,はさ、はさむ、はさまる、きょう
隻,、せき
軟,やわ、やわらかい、なん
磁,、じ
辱,はずかし、はずかしめ、はずかしめる、じょく
膚,、ふ
肺,、はい
絹,きぬ、けん
寮,、りょう
班,、はん
燥,、そう
腸,、ちょう
冗,、じょう
鋼,はがね、こう
貿,、ぼう
零,、れい
俵,たわら、ひょう
伺,うかがう、うかがい、うかが、し
鈍,にぶ、にぶい、にぶる、どん
缶,、かん
穀,、こく
沸,わ、わく、わかす、ふつ
濯,、たく
滴,しずく、したた、したたる、てき
肯,、こう
侮,あなど、あなどる、ぶ
陛,、へい
穫,、かく
蚕,かいこ、さん
